devicename,sensor,deviceid,value,dbtimestamp
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:31:41.7666830
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:31:41.7624280
NDS011,SCD41 Humidity,12,95.2636,2024-07-30T18:31:41.1403950
NDS011,SCD41 Temperature,12,28.687725,2024-07-30T18:31:41.1328430
NDS011,SCD41 CO2,12,500,2024-07-30T18:31:41.1287010
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T18:31:10.3577930
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T18:31:10.3504880
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T18:31:10.3462920
NDS011,7 in 1 Soil Sensor PH,12,5.1,2024-07-30T18:31:10.3422300
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T18:31:10.3343660
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:31:10.3302240
NDS011,7 in 1 Soil Sensor Moisture,12,29,2024-07-30T18:31:10.3260750
NDS011,SCD41 Humidity,12,95.861755,2024-07-30T18:31:09.7011620
NDS011,SCD41 Temperature,12,28.73846,2024-07-30T18:31:09.6933090
NDS011,SCD41 CO2,12,503,2024-07-30T18:31:09.6891800
NDS011,7 in 1 Soil Sensor Potassium,12,520,2024-07-30T18:30:38.8126320
NDS011,7 in 1 Soil Sensor Phosphorus,12,524,2024-07-30T18:30:38.8051970
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:30:38.8009830
NDS011,7 in 1 Soil Sensor PH,12,4.8,2024-07-30T18:30:38.7968100
NDS011,7 in 1 Soil Sensor EC,12,1176,2024-07-30T18:30:38.7889910
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:30:38.7849840
NDS011,7 in 1 Soil Sensor Moisture,12,27.8,2024-07-30T18:30:38.7806940
NDS011,SCD41 Humidity,12,96.55451,2024-07-30T18:30:38.1619870
NDS011,SCD41 Temperature,12,28.786526,2024-07-30T18:30:38.1544680
NDS011,SCD41 CO2,12,504,2024-07-30T18:30:38.1504950
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T18:30:07.3791370
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T18:30:07.3749470
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T18:30:07.3707600
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:30:07.3633990
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T18:30:07.3593990
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:30:07.3554150
NDS011,7 in 1 Soil Sensor Moisture,12,28.1,2024-07-30T18:30:07.3480190
NDS011,SCD41 Humidity,12,96.63233,2024-07-30T18:30:06.7365990
NDS011,SCD41 Temperature,12,28.783855,2024-07-30T18:30:06.7325040
NDS011,SCD41 CO2,12,500,2024-07-30T18:30:06.7253600
NDS011,7 in 1 Soil Sensor Potassium,12,520,2024-07-30T18:29:35.9472440
NDS011,7 in 1 Soil Sensor Phosphorus,12,524,2024-07-30T18:29:35.8241640
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:29:35.6930890
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:29:35.5693520
NDS011,7 in 1 Soil Sensor EC,12,1176,2024-07-30T18:29:35.4461280
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:29:35.3234160
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:29:35.1968230
NDS011,SCD41 Humidity,12,96.20813,2024-07-30T18:29:34.1528900
NDS011,SCD41 Temperature,12,28.73846,2024-07-30T18:29:33.9494920
NDS011,SCD41 CO2,12,500,2024-07-30T18:29:33.8088650
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T18:29:02.8822280
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T18:29:02.8781020
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T18:29:02.8739260
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:29:02.8667340
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T18:29:02.8625050
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:29:02.8583600
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:29:02.8541310
NDS011,SCD41 Humidity,12,96.03876,2024-07-30T18:29:02.2256800
NDS011,SCD41 Temperature,12,28.73846,2024-07-30T18:29:02.2216390
NDS011,SCD41 CO2,12,497,2024-07-30T18:29:02.2173690
NDS011,7 in 1 Soil Sensor Potassium,12,516,2024-07-30T18:28:31.4309600
NDS011,7 in 1 Soil Sensor Phosphorus,12,520,2024-07-30T18:28:31.4237480
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T18:28:31.4196420
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:28:31.4154660
NDS011,7 in 1 Soil Sensor EC,12,1167,2024-07-30T18:28:31.4082940
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:28:31.4038550
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:28:31.3997850
NDS011,SCD41 Humidity,12,95.90906,2024-07-30T18:28:30.6797350
NDS011,SCD41 Temperature,12,28.757153,2024-07-30T18:28:30.6726910
NDS011,SCD41 CO2,12,501,2024-07-30T18:28:30.6682060
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T18:27:59.8884330
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T18:27:59.8842330
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T18:27:59.8802200
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T18:27:59.8732140
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T18:27:59.8690740
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:27:59.8651470
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:27:59.8609450
NDS011,SCD41 Humidity,12,95.67864,2024-07-30T18:27:59.0669050
NDS011,SCD41 Temperature,12,28.722439,2024-07-30T18:27:59.0628510
NDS011,SCD41 CO2,12,498,2024-07-30T18:27:59.0556100
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T18:27:28.2528080
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T18:27:28.2484680
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T18:27:28.2443450
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T18:27:28.2401000
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T18:27:28.2331600
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:27:28.2290170
NDS011,7 in 1 Soil Sensor Moisture,12,27.8,2024-07-30T18:27:28.2246160
NDS011,SCD41 Humidity,12,95.64355,2024-07-30T18:27:27.5259480
NDS011,SCD41 Temperature,12,28.73312,2024-07-30T18:27:27.5188250
NDS011,SCD41 CO2,12,501,2024-07-30T18:27:27.5148650
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T18:26:56.8114680
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T18:26:56.8073960
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T18:26:56.8033950
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T18:26:56.7964550
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T18:26:56.7921640
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:26:56.7881720
NDS011,7 in 1 Soil Sensor Moisture,12,27.7,2024-07-30T18:26:56.7840940
NDS011,SCD41 Humidity,12,95.66338,2024-07-30T18:26:56.0771450
NDS011,SCD41 Temperature,12,28.74113,2024-07-30T18:26:56.0696960
NDS011,SCD41 CO2,12,506,2024-07-30T18:26:56.0656440
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T18:26:25.3805810
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T18:26:25.3761780
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T18:26:25.3691940
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T18:26:25.3648220
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T18:26:25.3602770
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:26:25.3530460
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:26:25.3476860
NDS011,SCD41 Humidity,12,95.55657,2024-07-30T18:26:24.5370320
NDS011,SCD41 Temperature,12,28.754482,2024-07-30T18:26:24.5296360
NDS011,SCD41 CO2,12,515,2024-07-30T18:26:24.5251760
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T18:25:53.8834390
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T18:25:53.8731700
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T18:25:53.8671740
NDS011,7 in 1 Soil Sensor PH,12,4.7,2024-07-30T18:25:53.8576940
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T18:25:53.8525120
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:25:53.8426110
NDS011,7 in 1 Soil Sensor Moisture,12,28,2024-07-30T18:25:53.8134480
NDS011,SCD41 Humidity,12,96.76051,2024-07-30T18:25:53.1954490
NDS011,SCD41 Temperature,12,28.775845,2024-07-30T18:25:53.1885070
NDS011,SCD41 CO2,12,519,2024-07-30T18:25:53.1843100
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T18:25:22.5207450
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T18:25:22.5155910
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T18:25:22.5082820
NDS011,7 in 1 Soil Sensor PH,12,4.8,2024-07-30T18:25:22.5040450
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T18:25:22.4987840
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:25:22.4921400
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:25:22.4878270
NDS011,SCD41 Humidity,12,97.041275,2024-07-30T18:25:21.8673880
NDS011,SCD41 Temperature,12,28.789196,2024-07-30T18:25:21.8629430
NDS011,SCD41 CO2,12,518,2024-07-30T18:25:21.8544470
NDS011,7 in 1 Soil Sensor Potassium,12,522,2024-07-30T18:24:51.1688150
NDS011,7 in 1 Soil Sensor Phosphorus,12,526,2024-07-30T18:24:51.1648940
NDS011,7 in 1 Soil Sensor Nitrogen,12,208,2024-07-30T18:24:51.1609090
NDS011,7 in 1 Soil Sensor PH,12,4.9,2024-07-30T18:24:51.1544550
NDS011,7 in 1 Soil Sensor EC,12,1181,2024-07-30T18:24:51.1505470
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:24:51.1464600
NDS011,7 in 1 Soil Sensor Moisture,12,28.1,2024-07-30T18:24:51.1419250
NDS011,SCD41 Humidity,12,97.10536,2024-07-30T18:24:50.5261870
NDS011,SCD41 Temperature,12,28.818571,2024-07-30T18:24:50.5190850
NDS011,SCD41 CO2,12,513,2024-07-30T18:24:50.5147230
NDS011,7 in 1 Soil Sensor Potassium,12,520,2024-07-30T18:24:19.8403310
NDS011,7 in 1 Soil Sensor Phosphorus,12,524,2024-07-30T18:24:19.8323630
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:24:19.8281320
NDS011,7 in 1 Soil Sensor PH,12,5.1,2024-07-30T18:24:19.8239390
NDS011,7 in 1 Soil Sensor EC,12,1176,2024-07-30T18:24:19.8158920
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:24:19.8117730
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:24:19.8075350
NDS011,SCD41 Humidity,12,96.84291,2024-07-30T18:24:19.2085020
NDS011,SCD41 Temperature,12,28.797207,2024-07-30T18:24:19.2002300
NDS011,SCD41 CO2,12,508,2024-07-30T18:24:19.1959450
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T18:23:48.5082880
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T18:23:48.5004710
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T18:23:48.4963770
NDS011,7 in 1 Soil Sensor PH,12,5.1,2024-07-30T18:23:48.4917170
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T18:23:48.4837090
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:23:48.4794640
NDS011,7 in 1 Soil Sensor Moisture,12,27.8,2024-07-30T18:23:48.4749780
NDS011,SCD41 Humidity,12,96.664375,2024-07-30T18:23:47.8484680
NDS011,SCD41 Temperature,12,28.805218,2024-07-30T18:23:47.8404460
NDS011,SCD41 CO2,12,503,2024-07-30T18:23:47.8362400
NDS011,7 in 1 Soil Sensor Potassium,12,521,2024-07-30T18:23:17.0476580
NDS011,7 in 1 Soil Sensor Phosphorus,12,525,2024-07-30T18:23:17.0425560
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:23:17.0390400
NDS011,7 in 1 Soil Sensor PH,12,4.8,2024-07-30T18:23:17.0358780
NDS011,7 in 1 Soil Sensor EC,12,1178,2024-07-30T18:23:17.0328120
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:23:17.0272110
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:23:17.0241970
NDS011,SCD41 Humidity,12,96.48585,2024-07-30T18:23:16.3141020
NDS011,SCD41 Temperature,12,28.775845,2024-07-30T18:23:16.3071750
NDS011,SCD41 CO2,12,502,2024-07-30T18:23:16.3030700
NDS011,7 in 1 Soil Sensor Potassium,12,519,2024-07-30T18:22:45.4397110
NDS011,7 in 1 Soil Sensor Phosphorus,12,522,2024-07-30T18:22:45.4320060
NDS011,7 in 1 Soil Sensor Nitrogen,12,206,2024-07-30T18:22:45.4280190
NDS011,7 in 1 Soil Sensor PH,12,4.9,2024-07-30T18:22:45.4237010
NDS011,7 in 1 Soil Sensor EC,12,1173,2024-07-30T18:22:45.4156420
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:22:45.4115470
NDS011,7 in 1 Soil Sensor Moisture,12,29.8,2024-07-30T18:22:45.4071860
NDS011,SCD41 Humidity,12,96.723885,2024-07-30T18:22:44.6904620
NDS011,SCD41 Temperature,12,28.791866,2024-07-30T18:22:44.6849970
NDS011,SCD41 CO2,12,495,2024-07-30T18:22:44.6761560
NDS011,7 in 1 Soil Sensor Potassium,12,520,2024-07-30T18:22:13.8890700
NDS011,7 in 1 Soil Sensor Phosphorus,12,524,2024-07-30T18:22:13.8844240
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:22:13.8774670
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:22:13.8733240
NDS011,7 in 1 Soil Sensor EC,12,1176,2024-07-30T18:22:13.8685630
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:22:13.8621440
NDS011,7 in 1 Soil Sensor Moisture,12,27.8,2024-07-30T18:22:13.8580900
NDS011,SCD41 Humidity,12,96.69947,2024-07-30T18:22:13.2412880
NDS011,SCD41 Temperature,12,28.810558,2024-07-30T18:22:13.2348090
NDS011,SCD41 CO2,12,489,2024-07-30T18:22:13.2307730
NDS011,7 in 1 Soil Sensor Potassium,12,520,2024-07-30T18:21:42.5348090
NDS011,7 in 1 Soil Sensor Phosphorus,12,524,2024-07-30T18:21:42.5307500
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:21:42.5267680
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:21:42.5222020
NDS011,7 in 1 Soil Sensor EC,12,1176,2024-07-30T18:21:42.5151070
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:21:42.5112080
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:21:42.5073010
NDS011,SCD41 Humidity,12,96.39735,2024-07-30T18:21:41.7951730
NDS011,SCD41 Temperature,12,28.749142,2024-07-30T18:21:41.7889020
NDS011,SCD41 CO2,12,479,2024-07-30T18:21:41.7849460
NDS011,7 in 1 Soil Sensor Potassium,12,520,2024-07-30T18:21:10.8954260
NDS011,7 in 1 Soil Sensor Phosphorus,12,524,2024-07-30T18:21:10.8909910
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:21:10.8868420
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:21:10.8805890
NDS011,7 in 1 Soil Sensor EC,12,1176,2024-07-30T18:21:10.8763750
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:21:10.8722760
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:21:10.8682450
NDS011,SCD41 Humidity,12,95.46044,2024-07-30T18:21:10.2636250
NDS011,SCD41 Temperature,12,28.695736,2024-07-30T18:21:10.2568500
NDS011,SCD41 CO2,12,472,2024-07-30T18:21:10.2526800
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T18:20:39.4875140
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T18:20:39.4772410
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T18:20:39.4732430
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:20:39.4632530
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T18:20:39.4588290
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:20:39.4481460
NDS011,7 in 1 Soil Sensor Moisture,12,30.4,2024-07-30T18:20:39.4431310
NDS011,SCD41 Humidity,12,94.930954,2024-07-30T18:20:38.8195000
NDS011,SCD41 Temperature,12,28.66102,2024-07-30T18:20:38.8094000
NDS011,SCD41 CO2,12,472,2024-07-30T18:20:38.8054150
NDS011,7 in 1 Soil Sensor Potassium,12,520,2024-07-30T18:20:08.0328420
NDS011,7 in 1 Soil Sensor Phosphorus,12,524,2024-07-30T18:20:08.0286650
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:20:08.0186280
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:20:08.0146690
NDS011,7 in 1 Soil Sensor EC,12,1176,2024-07-30T18:20:08.0050040
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:20:08.0010380
NDS011,7 in 1 Soil Sensor Moisture,12,31.7,2024-07-30T18:20:07.9969870
NDS011,SCD41 Humidity,12,94.837875,2024-07-30T18:20:07.3962610
NDS011,SCD41 Temperature,12,28.674372,2024-07-30T18:20:07.3862410
NDS011,SCD41 CO2,12,472,2024-07-30T18:20:07.3820930
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T18:19:36.5987680
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T18:19:36.5945920
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T18:19:36.5846660
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:19:36.5805880
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T18:19:36.5705670
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:19:36.5662350
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:19:36.5618490
NDS011,SCD41 Humidity,12,94.6746,2024-07-30T18:19:35.9482030
NDS011,SCD41 Temperature,12,28.65301,2024-07-30T18:19:35.9433200
NDS011,SCD41 CO2,12,472,2024-07-30T18:19:35.9338680
NDS011,7 in 1 Soil Sensor Potassium,12,520,2024-07-30T18:19:05.1520430
NDS011,7 in 1 Soil Sensor Phosphorus,12,524,2024-07-30T18:19:05.1476180
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:19:05.1427470
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:19:05.1333650
NDS011,7 in 1 Soil Sensor EC,12,1176,2024-07-30T18:19:05.1295180
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:19:05.1193330
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:19:05.1144180
NDS011,SCD41 Humidity,12,95.24834,2024-07-30T18:19:04.3059860
NDS011,SCD41 Temperature,12,28.698406,2024-07-30T18:19:04.3007080
NDS011,SCD41 CO2,12,471,2024-07-30T18:19:04.2905050
NDS011,7 in 1 Soil Sensor Potassium,12,517,2024-07-30T18:18:33.5412650
NDS011,7 in 1 Soil Sensor Phosphorus,12,521,2024-07-30T18:18:33.3237990
NDS011,7 in 1 Soil Sensor Nitrogen,12,205,2024-07-30T18:18:33.0908830
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:18:32.8526610
NDS011,7 in 1 Soil Sensor EC,12,1170,2024-07-30T18:18:32.6018290
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:18:32.3627330
NDS011,7 in 1 Soil Sensor Moisture,12,28.1,2024-07-30T18:18:32.1162150
NDS011,SCD41 Humidity,12,95.6115,2024-07-30T18:18:31.0887020
NDS011,SCD41 Temperature,12,28.674372,2024-07-30T18:18:30.9070350
NDS011,SCD41 CO2,12,468,2024-07-30T18:18:30.6538780
NDS011,7 in 1 Soil Sensor Potassium,12,520,2024-07-30T18:17:59.8092050
NDS011,7 in 1 Soil Sensor Phosphorus,12,524,2024-07-30T18:17:59.8048930
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:17:59.7944490
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:17:59.7902920
NDS011,7 in 1 Soil Sensor EC,12,1176,2024-07-30T18:17:59.7806530
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:17:59.7764040
NDS011,7 in 1 Soil Sensor Moisture,12,28.2,2024-07-30T18:17:59.7720440
NDS011,SCD41 Humidity,12,94.80278,2024-07-30T18:17:58.8645120
NDS011,SCD41 Temperature,12,28.610285,2024-07-30T18:17:58.8550880
NDS011,SCD41 CO2,12,465,2024-07-30T18:17:58.8511330
NDS011,7 in 1 Soil Sensor Potassium,12,522,2024-07-30T18:17:27.9783200
NDS011,7 in 1 Soil Sensor Phosphorus,12,526,2024-07-30T18:17:27.9737800
NDS011,7 in 1 Soil Sensor Nitrogen,12,208,2024-07-30T18:17:27.9635700
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:17:27.9594710
NDS011,7 in 1 Soil Sensor EC,12,1181,2024-07-30T18:17:27.9494370
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:17:27.9453830
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-30T18:17:27.9411870
NDS011,SCD41 Humidity,12,94.702065,2024-07-30T18:17:27.3161330
NDS011,SCD41 Temperature,12,28.612955,2024-07-30T18:17:27.3111270
NDS011,SCD41 CO2,12,466,2024-07-30T18:17:27.3015910
NDS011,7 in 1 Soil Sensor Potassium,12,520,2024-07-30T18:16:56.5242090
NDS011,7 in 1 Soil Sensor Phosphorus,12,524,2024-07-30T18:16:56.5198810
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:16:56.5106370
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:16:56.5066470
NDS011,7 in 1 Soil Sensor EC,12,1176,2024-07-30T18:16:56.4972030
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:16:56.4931770
NDS011,7 in 1 Soil Sensor Moisture,12,29.9,2024-07-30T18:16:56.4888810
NDS011,SCD41 Humidity,12,94.97368,2024-07-30T18:16:55.8742660
NDS011,SCD41 Temperature,12,28.647669,2024-07-30T18:16:55.8689980
NDS011,SCD41 CO2,12,466,2024-07-30T18:16:55.8589030
NDS011,7 in 1 Soil Sensor Potassium,12,522,2024-07-30T18:16:25.0599190
NDS011,7 in 1 Soil Sensor Phosphorus,12,526,2024-07-30T18:16:24.9574610
NDS011,7 in 1 Soil Sensor Nitrogen,12,208,2024-07-30T18:16:24.8247270
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:16:24.6402830
NDS011,7 in 1 Soil Sensor EC,12,1181,2024-07-30T18:16:24.4193530
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:16:24.1990000
NDS011,7 in 1 Soil Sensor Moisture,12,27.8,2024-07-30T18:16:23.9784830
NDS011,SCD41 Humidity,12,95.0515,2024-07-30T18:16:22.9966180
NDS011,SCD41 Temperature,12,28.636988,2024-07-30T18:16:22.7994040
NDS011,SCD41 CO2,12,465,2024-07-30T18:16:22.6598830
NDS011,7 in 1 Soil Sensor Potassium,12,521,2024-07-30T18:15:51.8560830
NDS011,7 in 1 Soil Sensor Phosphorus,12,525,2024-07-30T18:15:51.8150400
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:15:51.7737190
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:15:51.7286380
NDS011,7 in 1 Soil Sensor EC,12,1178,2024-07-30T18:15:51.6808600
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:15:51.6338670
NDS011,7 in 1 Soil Sensor Moisture,12,27.8,2024-07-30T18:15:51.5837740
NDS011,SCD41 Humidity,12,94.538795,2024-07-30T18:15:50.8676630
NDS011,SCD41 Temperature,12,28.623636,2024-07-30T18:15:50.8105250
NDS011,SCD41 CO2,12,464,2024-07-30T18:15:50.7616850
NDS011,7 in 1 Soil Sensor Potassium,12,521,2024-07-30T18:15:19.8928880
NDS011,7 in 1 Soil Sensor Phosphorus,12,525,2024-07-30T18:15:19.8534980
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:15:19.8129990
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:15:19.7729700
NDS011,7 in 1 Soil Sensor EC,12,1178,2024-07-30T18:15:19.7326860
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:15:19.6869110
NDS011,7 in 1 Soil Sensor Moisture,12,28,2024-07-30T18:15:19.6452200
NDS011,SCD41 Humidity,12,94.79515,2024-07-30T18:15:18.9011140
NDS011,SCD41 Temperature,12,28.626307,2024-07-30T18:15:18.8053650
NDS011,SCD41 CO2,12,463,2024-07-30T18:15:18.7323370
NDS011,7 in 1 Soil Sensor Potassium,12,521,2024-07-30T18:14:47.7930040
NDS011,7 in 1 Soil Sensor Phosphorus,12,525,2024-07-30T18:14:47.7844340
NDS011,7 in 1 Soil Sensor Nitrogen,12,207,2024-07-30T18:14:47.7805360
NDS011,7 in 1 Soil Sensor PH,12,4.6,2024-07-30T18:14:47.7762530
NDS011,7 in 1 Soil Sensor EC,12,1178,2024-07-30T18:14:47.7674340
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-30T18:14:47.7636650
NDS011,7 in 1 Soil Sensor Moisture,12,28.2,2024-07-30T18:14:47.7594630
NDS011,SCD41 Humidity,12,94.70359,2024-07-30T18:14:47.0451920
NDS011,SCD41 Temperature,12,28.626307,2024-07-30T18:14:47.0411470
NDS011,SCD41 CO2,12,463,2024-07-30T18:14:47.0325080
NDS011,7 in 1 Soil Sensor Potassium,12,521,2024-07-30T18:14:16.3825230
